id,english,part_of_speech,level,translation_fr,family
597.0,cake,noun,A1,gâteau,general
598.0,calculate,verb,B2,calculer,actions_general
599.0,calculation,noun,C1,calcul,general
600.0,call,"noun, verb",A1,appeler,actions_general
601.0,calm,"adjective, noun, verb",B1,calme,emotions_qualities
602.0,camera,noun,A1,appareil photo,arts_media_sport
603.0,camp,"noun, verb",A2,camp,actions_general
604.0,campaign,"noun, verb",B1,campagne,actions_general
605.0,camping,noun,A2,camping,general
606.0,campus,noun,B1,,general
607.0,can,"noun, modal verb",A1,pouvoir,grammar_function_words
608.0,canal,noun,B2,canal,general
609.0,cancel,verb,B2,supprimer,actions_general
610.0,cancer,noun,B2,Cancer,health_body
611.0,candidate,noun,B1,candidat,general
612.0,candle,noun,B2,chandelle,general
613.0,cannot,modal verb,A1,,grammar_function_words
614.0,canvas,noun,C1,toile,general
615.0,cap,noun,B1,toque,general
616.0,capability,noun,C1,capacité / aptitude,general
617.0,capable,adjective,B2,habile,descriptions_general
618.0,capacity,noun,B2,capacité,general
619.0,capital,"adjective, noun",A1,capital,finance_trading
620.0,capitalism,noun,C1,capitalisme,general
621.0,capitalist,adjective,C1,capitaliste,descriptions_general
622.0,captain,noun,B1,capitaine,general
623.0,capture,"noun, verb",B2,capture,actions_general
624.0,car,noun,A1,voiture,travel_transport
625.0,carbon,noun,B2,carbone,energy_environment
626.0,card,noun,A1,carte,general
627.0,care,"noun, verb",A2,soin / se soucier,actions_general
628.0,career,noun,A1,carrière,work_career
629.0,careful,adjective,A2,soigneux,emotions_qualities
630.0,carefully,adverb,A2,soigneusement,descriptions_general
631.0,careless,adjective,B1,négligent,descriptions_general
632.0,cargo,noun,C1,cargo,general
633.0,carpet,noun,A2,moquette / tapis,general
634.0,carriage,noun,C1,voiture / wagon,general
635.0,carrot,noun,A1,carotte,general
636.0,carry,verb,A1,porter,actions_general
637.0,cartoon,noun,A2,,general
638.0,carve,verb,C1,tailler,actions_general
639.0,case,noun,A2,cas,general
640.0,cash,noun,A2,espèces,finance_trading
641.0,casino,noun,C1,,general
642.0,cast,"noun, verb",B2,distribution (cinéma) / jeter,actions_general
643.0,castle,noun,A2,château,general
644.0,casual,adjective,B2,indifférent,descriptions_general
645.0,casualty,noun,C1,victime,general
646.0,cat,noun,A1,chat,nature_animals
647.0,catalogue,noun,C1,catalogue,general
648.0,catch,"noun, verb",A2,attraper,actions_general
649.0,category,noun,B1,rubrique,general
650.0,cater,verb,C1,,actions_general
651.0,cattle,noun,C1,bétail,general
652.0,cause,"noun, verb",A2,causer,actions_general
653.0,caution,noun,C1,caution,general
654.0,cautious,adjective,C1,précautionneux,descriptions_general
655.0,cave,noun,B2,grotte,general
656.0,cd,noun,A1,CD-ROM,general
657.0,cease,verb,C1,cesser,actions_general
658.0,ceiling,noun,B1,plafond,general
659.0,celebrate,verb,A2,fêter,actions_general
660.0,celebration,noun,B1,réjouissance,general
661.0,celebrity,noun,A2,célébrité,general
662.0,cell,noun,B2,cellule,general
663.0,cemetery,noun,C1,cimetière,general
664.0,cent,noun,A1,cent,general
665.0,central,adjective,B1,central,descriptions_general
666.0,centre,"noun, verb",A1,centre,actions_general
667.0,century,noun,A1,siècle,general
668.0,ceremony,noun,B1,cérémonie,general
669.0,certain,adjective,A2,sûr,descriptions_general
670.0,certainly,adverb,A2,certainement,descriptions_general
671.0,certainty,noun,B2,certitude,general
672.0,certificate,noun,B2,certificat / diplôme,general
673.0,chain,"noun, verb",B1,chaîne,actions_general
674.0,chair,"noun, verb",A1,chaise,home_daily_life
675.0,chairman,noun,B2,président,general
676.0,challenge,"noun, verb",B1,défi,actions_general
677.0,challenging,adjective,B2,difficile / stimulant,descriptions_general
678.0,chamber,noun,C1,chambre,general
679.0,champion,noun,B1,champion,arts_media_sport
680.0,championship,noun,B2,championnat,general
681.0,chance,noun,A2,chance,general
682.0,change,"noun, verb",A1,changement,actions_general
683.0,channel,noun,B1,chaîne,general
684.0,chaos,noun,C1,chaos,general
685.0,chapter,noun,B1,chapitre,general
686.0,character,noun,A2,personnage,general
687.0,characteristic,"adjective, noun",B2,caractéristique,descriptions_general
688.0,characterize,verb,C1,caractériser,actions_general
689.0,charge,"noun, verb",B1,charge,actions_general
690.0,charity,noun,A2,charité,general
691.0,charm,noun,C1,charme,general
692.0,charming,adjective,B2,charmant,descriptions_general
693.0,chart,"noun, verb",A1,graphique,actions_general
694.0,charter,noun,C1,charte,general
695.0,chase,"noun, verb",B2,suite,actions_general
696.0,chat,"noun, verb",A2,discussion / bavardage,actions_general
697.0,cheap,"adjective, adverb",A1,bon marché / pas cher,descriptions_general
698.0,cheat,"noun, verb",B1,tromper,actions_general
699.0,check,"noun, verb",A1,vérifier,actions_general
700.0,cheek,noun,B2,joue,general
701.0,cheer,"noun, verb",B2,encourager,actions_general
702.0,cheerful,adjective,B1,joyeux,descriptions_general
703.0,cheese,noun,A1,fromage,home_daily_life
704.0,chef,noun,A2,chef,general
705.0,chemical,"adjective, noun",B1,chimique,descriptions_general
706.0,chemistry,noun,A2,chimie,education_academic
707.0,chest,noun,B1,poitrine / coffre,general
708.0,chicken,noun,A1,poulet,general
709.0,chief,"adjective, noun",B2,principal,descriptions_general
710.0,child,noun,A1,enfant,home_daily_life
711.0,childhood,noun,B1,enfance,general
712.0,chip,noun,A2,chips,general
713.0,chocolate,noun,A1,chocolat,general
714.0,choice,noun,A2,choix,general
715.0,choir,noun,B2,chorale,general
716.0,choose,verb,A1,choisir,actions_general
717.0,chop,verb,B2,tailler,actions_general
718.0,chronic,adjective,C1,chronique,descriptions_general
719.0,chunk,noun,C1,bloc,general
720.0,church,noun,A2,Église,general
721.0,cigarette,noun,A2,,general
722.0,cinema,noun,A1,cinéma,arts_media_sport
723.0,circle,"noun, verb",A2,rond,actions_general
724.0,circuit,noun,B2,circuit,general
725.0,circulate,verb,C1,circuler,actions_general
726.0,circulation,noun,C1,,general
727.0,circumstance,noun,B2,circonstance,general
728.0,cite,verb,B2,citer,actions_general
729.0,citizen,noun,B2,concitoyen,law_politics
730.0,citizenship,noun,C1,nationalité,law_politics
731.0,city,noun,A1,ville,general
732.0,civic,adjective,C1,civique,descriptions_general
733.0,civil,adjective,B2,civil,descriptions_general
734.0,civilian,"adjective, noun",C1,civil,descriptions_general
735.0,civilization,noun,B2,civilisation,general
736.0,claim,"noun, verb",B1,affirmer,communication_language
737.0,clarify,verb,B2,clarifier,actions_general
738.0,clarity,noun,C1,clarté,general
739.0,clash,noun,C1,conflit,general
740.0,class,noun,A1,classe,education_academic
741.0,classic,"adjective, noun",B2,classique,descriptions_general
742.0,classical,adjective,A2,classique,descriptions_general
743.0,classification,noun,C1,classification,general
744.0,classify,verb,B2,classifier,actions_general
745.0,classroom,noun,A1,classe,education_academic
746.0,clause,noun,B1,clause,general
747.0,clean,"adjective, verb",A1,propre / nettoyer,home_daily_life
748.0,cleaning,noun,,nettoyage,general
749.0,clear,"adjective, verb",A2,visible,descriptions_general
750.0,clearly,adverb,A2,visiblement,descriptions_general
751.0,clerk,noun,B2,,general
752.0,clever,adjective,A2,rusé,emotions_qualities
753.0,click,"noun, verb",B1,clic,actions_general
754.0,client,noun,B1,client,general
755.0,cliff,noun,B2,falaise,general
756.0,climate,noun,A2,climat,energy_environment
757.0,climb,"noun, verb",A1,grimper / escalader,actions_general
758.0,cling,verb,C1,,actions_general
759.0,clinic,noun,B2,clinique,general
760.0,clinical,adjective,C1,clinique,descriptions_general
761.0,clip,noun,B2,pince,general
762.0,clock,noun,A1,horloge,general
763.0,close,"adjective, adverb, noun, verb",A1,proche,descriptions_general
764.0,closed,adjective,A2,clos,descriptions_general
765.0,closely,adverb,B2,près,descriptions_general
766.0,closure,noun,C1,fermeture,general
767.0,cloth,noun,B1,toile,general
768.0,clothes,noun,A1,vêtement,home_daily_life
769.0,clothing,noun,A2,vêtement,home_daily_life
770.0,cloud,noun,A2,nuée,general
771.0,club,noun,A1,club,general
772.0,clue,noun,B1,indice,general
773.0,cluster,noun,C1,grappe,general
774.0,coach,"noun, verb",A2,entraîneur,arts_media_sport
775.0,coal,noun,B1,houille,energy_environment
776.0,coalition,noun,C1,coalition,general
777.0,coast,noun,A2,rive,general
778.0,coastal,adjective,C1,,descriptions_general
779.0,coat,noun,A1,manteau,home_daily_life
780.0,cocktail,noun,C1,cocktail,general
781.0,code,noun,A2,code,technology_data
782.0,coffee,noun,A1,café,home_daily_life
783.0,cognitive,adjective,C1,cognitif,descriptions_general
784.0,coin,noun,B1,pièce,general
785.0,coincide,verb,C1,correspondre,actions_general
786.0,coincidence,noun,B2,coïncidence,general
787.0,cold,"adjective, noun",A1,froid,descriptions_general
788.0,collaborate,verb,C1,collaborer,actions_general
789.0,collaboration,noun,C1,collaboration,general
790.0,collapse,"noun, verb",B2,effondrement,actions_general
791.0,colleague,noun,A2,collègue,work_career
792.0,collect,verb,A2,collecter,actions_general
793.0,collection,noun,B1,collection,general
794.0,collective,adjective,C1,collectif,descriptions_general
795.0,collector,noun,B2,collectionneur,general
796.0,college,noun,A1,université,education_academic
797.0,collision,noun,C1,collision,general
798.0,colonial,adjective,C1,colonial,descriptions_general
799.0,colony,noun,B2,,general
800.0,colour,noun,A1,couleur,general
801.0,coloured,adjective,B1,,descriptions_general
802.0,colourful,adjective,B2,coloré,descriptions_general
803.0,column,noun,A2,rubrique,general
804.0,columnist,noun,C1,feuilletoniste,general
805.0,combat,"noun, verb",C1,combat,actions_general
806.0,combination,noun,B2,combinaison,general
807.0,combine,verb,B1,combiner,actions_general
808.0,come,verb,A1,venir,actions_general
809.0,comedy,noun,A2,comédie,arts_media_sport
810.0,comfort,"noun, verb",B2,réconfort,actions_general
811.0,comfortable,adjective,A2,confortable,descriptions_general
812.0,comic,"adjective, noun",B2,comique,descriptions_general
813.0,command,"noun, verb",B2,commande,actions_general
814.0,commander,noun,B2,commandant,general
815.0,commence,verb,C1,commencer,actions_general
816.0,comment,"noun, verb",A2,commentaire,communication_language
817.0,commentary,noun,C1,commentaire,general
818.0,commentator,noun,C1,commentateur,general
819.0,commerce,noun,C1,commerce,general
820.0,commercial,"adjective, noun",B1,commercial,descriptions_general
821.0,commission,"noun, verb",B2,commission,actions_general
822.0,commissioner,noun,C1,commissaire,general
823.0,commit,verb,B1,commettre,actions_general
824.0,commitment,noun,B2,engagement,general
825.0,committee,noun,B2,comité,general
826.0,commodity,noun,C1,marchandise,finance_trading
827.0,common,adjective,A1,commun,descriptions_general
828.0,commonly,adverb,B2,généralement / couramment,descriptions_general
829.0,communicate,verb,A2,communiquer,communication_language
830.0,communication,noun,B1,communication,communication_language
831.0,communist,adjective,C1,communiste,descriptions_general
832.0,community,noun,A2,communauté,general
833.0,companion,noun,C1,compagnon,general
834.0,company,noun,A1,entreprise,finance_trading
835.0,comparable,adjective,C1,comparable,descriptions_general
836.0,comparative,adjective,B2,comparatif,descriptions_general
837.0,compare,verb,A1,comparer,actions_general
838.0,comparison,noun,B1,comparaison,general
839.0,compassion,noun,C1,compassion,general
840.0,compel,verb,C1,imposer,actions_general
841.0,compelling,adjective,C1,,descriptions_general
842.0,compensate,verb,C1,compenser,actions_general
843.0,compensation,noun,C1,compensation,general
844.0,compete,verb,A2,rivaliser,actions_general
845.0,competence,noun,C1,compétence,general
846.0,competent,adjective,C1,compétent,descriptions_general
847.0,competition,noun,A2,compétition,arts_media_sport
848.0,competitive,adjective,B1,compétitif,descriptions_general
849.0,competitor,noun,B1,concurrent,general
850.0,compile,verb,C1,compiler,actions_general
851.0,complain,verb,A2,râler,actions_general
852.0,complaint,noun,B1,réclamation,general
853.0,complement,verb,C1,compléter,actions_general
854.0,complete,"adjective, verb",A1,complet,descriptions_general
855.0,completely,adverb,A2,complètement,descriptions_general
856.0,completion,noun,B2,complétion,general
857.0,complex,"adjective, noun",B1,complexe,descriptions_general
858.0,complexity,noun,C1,complexité,general
859.0,compliance,noun,C1,compliance,general
860.0,complicated,adjective,B2,compliqué,descriptions_general
861.0,complication,noun,C1,complication,general
862.0,comply,verb,C1,se conformer,actions_general
863.0,component,noun,B2,composant,general
864.0,compose,verb,B2,composer,actions_general
865.0,composer,noun,B2,compositeur,general
866.0,composition,noun,C1,composé,general
867.0,compound,noun,B2,composé,general
868.0,comprehensive,adjective,B2,,descriptions_general
869.0,comprise,verb,B2,renfermer,actions_general
870.0,compromise,"noun, verb",C1,compromis,actions_general
871.0,compulsory,adjective,B2,requis,descriptions_general
872.0,compute,verb,C1,,actions_general
873.0,computer,noun,A1,ordinateur,technology_data
874.0,conceal,verb,C1,receler,actions_general
875.0,concede,verb,C1,concéder,actions_general
876.0,conceive,verb,C1,concevoir,actions_general
877.0,concentrate,verb,B1,concentrer,actions_general
878.0,concentration,noun,B2,concentration,general
879.0,concept,noun,B2,concept,general
880.0,conception,noun,C1,conception,general
881.0,concern,"noun, verb",B2,préoccupation,actions_general
882.0,concerned,adjective,B2,,descriptions_general
883.0,concert,noun,A1,concert,arts_media_sport
884.0,concession,noun,C1,concession,general
885.0,conclude,verb,B1,conclure,actions_general
886.0,conclusion,noun,B1,conclusion,general
887.0,concrete,"adjective, noun",B2,concret,descriptions_general
888.0,condemn,verb,C1,,actions_general
889.0,condition,noun,A2,condition,general
890.0,conduct,"noun, verb",B2,conduite,actions_general
891.0,confer,verb,C1,conférer,actions_general
892.0,conference,noun,A2,conférence,general
893.0,confess,verb,B2,avouer,actions_general
894.0,confession,noun,C1,confession,general
895.0,confidence,noun,B2,confidence,general
896.0,confident,adjective,B1,confiant,emotions_qualities
897.0,configuration,noun,C1,configuration,general
898.0,confine,verb,C1,serrer,actions_general
899.0,confirm,verb,B1,confirmer,actions_general
900.0,confirmation,noun,C1,confirmation,general
901.0,conflict,"noun, verb",B2,conflit,actions_general
902.0,confront,verb,C1,confronter,actions_general
903.0,confrontation,noun,C1,confrontation,general
904.0,confuse,verb,B1,troubler,actions_general
905.0,confused,adjective,B1,confus,descriptions_general
906.0,confusing,adjective,B2,confusant,descriptions_general
907.0,confusion,noun,B2,confusion,general
908.0,congratulate,verb,C1,féliciter,actions_general
909.0,congregation,noun,C1,,general
910.0,congressional,adjective,C1,,descriptions_general
911.0,connect,verb,A2,connecter,actions_general
912.0,connected,adjective,A2,connexe,descriptions_general
913.0,connection,noun,B1,connexion,general
914.0,conquer,verb,C1,conquérir,actions_general
915.0,conscience,noun,C1,conscience,general
916.0,conscious,adjective,B2,conscient,descriptions_general
917.0,consciousness,noun,C1,conscienciosité,general
918.0,consecutive,adjective,C1,consécutif,descriptions_general
919.0,consensus,noun,C1,consensus,general
920.0,consent,"noun, verb",C1,consentement,actions_general
921.0,consequence,noun,B1,conséquence,general
922.0,consequently,adverb,B2,conséquemment,descriptions_general
923.0,conservation,noun,B2,conservation,general
924.0,conservative,"adjective, noun",B2,conservatoire,descriptions_general
925.0,conserve,verb,C1,conserver,actions_general
926.0,consider,verb,A2,considérer,actions_general
927.0,considerable,adjective,B2,considérable,descriptions_general
928.0,considerably,adverb,B2,considérablement,descriptions_general
929.0,consideration,noun,B2,,general
930.0,consist,verb,B1,,actions_general
